ct,spcd,statecd,unitcd,countycd,plot,invyr
14,756,48,3,55,21,2012
19,756,48,3,55,42,2009
12,835,48,3,55,47,2014
25,756,48,3,55,54,2010
12,835,48,3,77,12,2007
7,756,48,3,77,30,2005
9,756,48,3,77,62,2014
25,835,48,3,77,72,2014
12,835,48,3,77,99,2009
8,756,48,3,77,108,2008
12,973,48,3,77,117,2011
6,461,48,3,85,29,2007
29,835,48,3,89,11,2005
10,835,48,3,89,50,2005
13,838,48,3,89,68,2014
24,838,48,3,89,78,2005
15,922,48,3,89,104,2014
20,68,48,3,97,32,2010
12,835,48,3,97,32,2010
32,835,48,3,97,45,2007
13,68,48,3,97,70,2014
14,461,48,3,113,2,2007
35,461,48,3,113,6,2010
14,68,48,3,113,78,2010
23,461,48,3,113,86,2011
11,756,48,3,113,90,2006
26,61,48,3,113,95,2013
9,831,48,3,119,15,2011
21,461,48,3,121,16,2008
6,824,48,3,121,57,2013
31,973,48,3,121,76,2009
15,303,48,3,123,61,2010
9,838,48,3,123,63,2010
22,303,48,3,123,68,2014
8,303,48,3,123,92,2014
8,303,48,3,123,96,2013
8,835,48,3,123,98,2014
11,838,48,3,123,99,2013
9,68,48,3,139,31,2011
7,549,48,3,139,31,2011
13,8513,48,3,139,31,2011
11,756,48,3,139,79,2014
30,973,48,3,145,31,2012
22,835,48,3,147,8,2011
11,521,48,3,147,18,2013
10,68,48,3,147,28,2006
17,835,48,3,147,28,2006
9,971,48,3,147,36,2011
7,835,48,3,147,45,2011
34,544,48,3,147,59,2014
21,461,48,3,147,63,2013
17,544,48,3,147,63,2013
19,975,48,3,147,63,2013
12,68,48,3,149,5,2011
24,131,48,3,149,13,2008
19,835,48,3,149,15,2010
9,68,48,3,149,16,2005
14,756,48,3,149,34,2012
14,68,48,3,149,37,2012
34,835,48,3,149,53,2006
23,68,48,3,149,57,2007
5,835,48,3,149,57,2007
17,68,48,3,149,68,2013
11,835,48,3,149,68,2013
31,68,48,3,149,72,2008
12,973,48,3,149,81,2013
14,68,48,3,149,96,2012
8,68,48,3,149,99,2009
7,461,48,3,161,8,2009
18,68,48,3,161,12,2006
7,835,48,3,161,15,2010
17,971,48,3,161,23,2012
13,972,48,3,161,25,2011
21,756,48,3,161,40,2008
17,831,48,3,161,53,2006
14,68,48,3,161,56,2005
9,835,48,3,161,56,2005
8,971,48,3,161,61,2014
21,835,48,3,161,63,2011
5,971,48,3,161,63,2011
16,827,48,3,161,67,2007
15,68,48,3,161,73,2010
9,827,48,3,161,86,2008
11,838,48,3,175,34,2009
13,867,48,3,175,36,2013
15,303,48,3,175,38,2006
7,756,48,3,175,55,2005
30,838,48,3,175,61,2012
17,838,48,3,175,71,2011
12,973,48,3,177,12,2011
12,756,48,3,177,13,2007
9,756,48,3,177,25,2009
7,756,48,3,177,34,2013
10,756,48,3,177,50,2007
17,756,48,3,177,67,2007
26,756,48,3,177,69,2009
16,756,48,3,177,71,2013
11,756,48,3,177,77,2006
26,461,48,3,177,91,2008
29,835,48,3,177,95,2010
18,756,48,3,177,104,2012
12,756,48,3,177,106,2010
16,756,48,3,177,108,2008
17,68,48,3,181,33,2008
5,973,48,3,181,47,2006
18,835,48,3,181,49,2010
9,68,48,3,181,50,2010
22,835,48,3,181,50,2010
29,68,48,3,181,92,2011
13,68,48,3,181,94,2010
24,835,48,3,181,94,2010
8,544,48,3,181,101,2010
10,756,48,3,187,5,2008
18,973,48,3,187,23,2014
8,461,48,3,187,31,2006
17,756,48,3,187,60,2011
16,756,48,3,187,70,2010
20,973,48,3,217,16,2012
21,756,48,3,217,27,2012
17,973,48,3,217,33,2012
9,756,48,3,217,38,2008
7,973,48,3,217,74,2011
6,973,48,3,217,93,2013
13,835,48,3,223,5,2012
5,971,48,3,223,23,2013
22,68,48,3,223,29,2006
14,552,48,3,223,38,2011
4,971,48,3,223,44,2007
5,544,48,3,223,54,2009
11,827,48,3,223,55,2005
4,971,48,3,223,68,2006
7,827,48,3,223,80,2009
12,68,48,3,231,75,2014
24,756,48,3,237,2,2008
10,756,48,3,237,3,2008
20,404,48,3,237,10,2014
25,835,48,3,237,18,2009
20,835,48,3,237,22,2007
11,835,48,3,237,23,2010
31,835,48,3,237,30,2011
17,756,48,3,237,44,2005
13,61,48,3,237,59,2013
23,835,48,3,237,67,2011
26,835,48,3,237,69,2009
11,756,48,3,237,75,2007
23,756,48,3,237,78,2013
14,835,48,3,237,79,2009
15,973,48,3,237,92,2013
26,973,48,3,237,94,2012
25,61,48,3,251,43,2007
41,61,48,3,251,45,2007
8,835,48,3,251,49,2012
17,462,48,3,251,64,2006
11,756,48,3,251,64,2006
36,756,48,3,257,14,2009
9,835,48,3,257,86,2011
17,461,48,3,277,54,2008
15,544,48,3,277,54,2008
25,461,48,3,277,64,2009
8,827,48,3,277,77,2010
4,831,48,3,277,81,2007
22,835,48,3,277,83,2010
18,68,48,3,277,87,2010
12,544,48,3,277,98,2006
11,838,48,3,285,22,2006
9,835,48,3,285,38,2007
29,838,48,3,285,41,2006
13,835,48,3,285,44,2013
20,838,48,3,285,71,2010
28,838,48,3,285,84,2005
15,835,48,3,287,13,2013
14,835,48,3,287,14,2014
17,756,48,3,287,48,2008
18,68,48,3,293,5,2013
14,756,48,3,293,5,2013
12,756,48,3,293,14,2014
7,824,48,3,293,28,2008
18,835,48,3,293,28,2008
16,68,48,3,293,39,2006
27,835,48,3,293,39,2006
24,835,48,3,293,43,2010
9,756,48,3,293,45,2006
11,756,48,3,293,47,2013
10,461,48,3,293,60,2007
6,973,48,3,293,60,2007
7,756,48,3,293,66,2011
11,756,48,3,293,97,2007
19,835,48,3,331,1,2005
25,835,48,3,331,5,2005
20,824,48,3,331,18,2009
9,756,48,3,331,32,2011
11,835,48,3,331,65,2007
6,973,48,3,331,69,2007
11,972,48,3,331,71,2010
10,835,48,3,331,95,2013
13,835,48,3,331,101,2014
13,835,48,3,337,3,2013
25,835,48,3,337,10,2014
14,68,48,3,337,25,2010
21,835,48,3,337,29,2005
16,404,48,3,337,35,2009
16,835,48,3,337,48,2014
28,824,48,3,337,69,2012
15,835,48,3,337,71,2005
6,462,48,3,337,72,2011
13,835,48,3,337,72,2011
17,756,48,3,337,89,2005
7,835,48,3,337,94,2009
32,835,48,3,337,99,2014
38,68,48,3,349,67,2011
9,971,48,3,349,99,2009
18,461,48,3,349,110,2008
28,544,48,3,349,110,2008
8,756,48,3,349,115,2006
13,824,48,3,367,23,2009
29,835,48,3,367,23,2009
23,641,48,3,367,37,2012
26,835,48,3,367,39,2014
18,835,48,3,367,89,2008
11,544,48,3,379,26,2011
10,973,48,3,379,26,2011
17,641,48,3,395,31,2004
24,835,48,3,395,57,2010
9,404,48,3,395,65,2011
10,835,48,3,395,72,2014
13,835,48,3,395,74,2006
7,68,48,3,395,75,2012
15,835,48,3,395,76,2008
10,971,48,3,395,83,2005
14,971,48,3,439,30,2009
15,835,48,3,439,32,2013
7,756,48,3,439,33,2014
32,462,48,3,439,45,2005
10,756,48,3,439,63,2009
19,756,48,3,439,81,2011
6,834,48,3,439,94,2008
25,461,48,3,477,7,2007
6,68,48,3,477,30,2010
8,973,48,3,477,33,2011
10,68,48,3,477,35,2009
11,68,48,3,477,61,2005
11,827,48,3,477,62,2010
9,973,48,3,497,5,2011
14,973,48,3,497,18,2014
14,835,48,3,497,28,2013
8,973,48,3,497,43,2005
17,835,48,3,497,52,2007
29,835,48,3,497,58,2013
12,835,48,3,497,89,2013
13,835,48,3,503,6,2008
20,835,48,3,503,9,2006
23,835,48,3,503,11,2010
16,835,48,3,503,12,2014
6,756,48,3,503,14,2005
15,835,48,3,503,16,2006
17,835,48,3,503,29,2009
10,835,48,3,503,30,2011
12,756,48,3,503,32,2010
33,835,48,3,503,38,2010
8,835,48,3,503,47,2011
28,61,48,3,503,49,2007
10,756,48,3,503,49,2007
9,756,48,3,503,53,2005
6,756,48,3,503,61,2008
17,835,48,3,503,63,2006
10,756,48,3,503,71,2013
6,756,48,3,503,74,2005
40,756,48,3,503,85,2007
21,835,48,3,503,87,2013
10,756,48,3,503,88,2010
10,756,48,4,7,8,2013
13,303,48,4,7,44,2007
9,756,48,4,7,44,2007
15,756,48,4,13,3,2008
16,756,48,4,13,9,2007
7,756,48,4,13,27,2012
9,756,48,4,13,83,2007
18,756,48,4,13,99,2006
19,756,48,4,13,112,2009
7,756,48,4,13,121,2014
9,756,48,4,13,123,2007
38,973,48,4,13,123,2007
24,756,48,4,13,135,2005
14,867,48,4,25,7,2010
6,756,48,4,25,15,2010
10,522,48,4,25,21,2014
7,303,48,4,25,32,2007
29,835,48,4,25,33,2007
26,973,48,4,25,54,2006
6,973,48,4,39,8,2007
13,544,48,4,39,15,2010
8,461,48,4,39,58,2009
9,461,48,4,39,69,2014
9,973,48,4,39,76,2008
9,461,48,4,39,89,2005
8,461,48,4,39,123,2006
12,827,48,4,39,140,2014
9,973,48,4,39,140,2014
30,994,48,4,39,140,2014
7,827,48,4,39,162,2014
7,756,48,4,47,22,2006
36,838,48,4,47,23,2012
51,838,48,4,47,25,2007
21,838,48,4,47,29,2008
25,838,48,4,47,31,2013
14,756,48,4,47,52,2014
12,756,48,4,47,66,2012
8,756,48,4,47,81,2006
29,838,48,4,47,83,2011
7,756,48,4,47,97,2009
8,303,48,4,57,76,2005
27,756,48,4,61,4,2013
19,756,48,4,61,12,2014
11,756,48,4,127,7,2004
17,756,48,4,127,9,2007
12,756,48,4,127,10,2005
10,756,48,4,127,11,2010
9,756,48,4,127,12,2010
7,756,48,4,127,16,2013
24,756,48,4,127,21,2014
19,756,48,4,127,24,2013
32,756,48,4,127,30,2010
7,756,48,4,127,32,2005
17,756,48,4,127,34,2014
8,756,48,4,127,41,2007
19,756,48,4,127,49,2014
12,756,48,4,127,60,2013
14,756,48,4,127,70,2008
13,756,48,4,127,78,2009
21,756,48,4,127,86,2012
8,756,48,4,127,90,2006
12,756,48,4,127,95,2010
16,756,48,4,127,114,2012
22,756,48,4,127,124,2008
5,756,48,4,127,128,2013
26,756,48,4,127,133,2006
18,756,48,4,127,142,2014
16,756,48,4,127,145,2011
13,756,48,4,131,6,2006
25,756,48,4,131,28,2005
12,756,48,4,131,41,2005
7,303,48,4,131,62,2006
16,756,48,4,131,78,2007
5,756,48,4,131,87,2007
18,756,48,4,131,92,2010
15,756,48,4,131,111,2011
10,867,48,4,131,125,2012
9,756,48,4,131,127,2012
14,756,48,4,131,129,2009
8,756,48,4,131,136,2014
19,756,48,4,131,148,2005
13,756,48,4,131,151,2009
21,756,48,4,131,156,2008
6,756,48,4,131,167,2008
10,756,48,4,131,169,2013
12,756,48,4,131,184,2013
17,756,48,4,131,188,2008
7,756,48,4,163,17,2005
8,756,48,4,163,40,2014
27,756,48,4,163,51,2008
6,756,48,4,163,52,2009
8,973,48,4,163,66,2010
11,756,48,4,163,88,2007
10,756,48,4,163,92,2008
22,756,48,4,163,99,2006
19,756,48,4,215,41,2013
27,756,48,4,215,105,2014
10,303,48,4,239,38,2008
17,838,48,4,239,63,2014
12,838,48,4,239,64,2009
15,756,48,4,247,9,2012
11,756,48,4,247,12,2009
8,756,48,4,247,33,2012
9,756,48,4,247,46,2007
9,756,48,4,247,53,2007
8,756,48,4,247,68,2011
24,756,48,4,247,69,2009
6,756,48,4,247,97,2013
10,756,48,4,247,106,2008
6,756,48,4,247,115,2013
18,756,48,4,247,116,2010
13,756,48,4,249,11,2014
10,756,48,4,249,13,2007
24,756,48,4,249,50,2008
9,303,48,4,249,65,2013
6,756,48,4,249,71,2009
5,756,48,4,249,81,2011
5,756,48,4,249,85,2009
13,756,48,4,249,90,2011
10,756,48,4,255,20,2006
4,756,48,4,255,26,2011
16,756,48,4,255,50,2005
8,756,48,4,255,58,2010
31,756,48,4,261,23,2010
45,838,48,4,261,27,2012
37,838,48,4,261,49,2012
16,756,48,4,261,59,2011
13,756,48,4,261,74,2012
17,838,48,4,261,80,2010
55,838,48,4,261,96,2009
58,838,48,4,261,112,2007
14,756,48,4,261,122,2009
10,756,48,4,261,126,2011
11,756,48,4,261,131,2008
7,867,48,4,261,180,2011
16,756,48,4,273,19,2010
30,756,48,4,273,24,2010
17,756,48,4,273,26,2008
17,756,48,4,283,10,2013
16,756,48,4,283,19,2011
15,756,48,4,283,24,2007
13,756,48,4,283,33,2011
33,756,48,4,283,41,2010
8,756,48,4,283,43,2005
11,756,48,4,283,61,2006
17,756,48,4,283,62,2009
21,756,48,4,283,72,2014
13,756,48,4,283,93,2013
13,756,48,4,283,98,2008
13,756,48,4,283,117,2008
16,756,48,4,283,123,2014
25,756,48,4,283,129,2011
12,756,48,4,283,135,2007
16,303,48,4,283,141,2009
18,756,48,4,283,141,2009
25,756,48,4,283,152,2010
21,756,48,4,283,154,2013
20,756,48,4,297,30,2006
14,867,48,4,297,55,2006
6,867,48,4,297,111,2007
12,756,48,4,297,113,2006
11,756,48,4,311,26,2009
11,756,48,4,311,33,2008
15,756,48,4,311,53,2009
20,756,48,4,311,70,2011
17,756,48,4,311,71,2008
12,756,48,4,311,98,2007
32,756,48,4,311,105,2014
8,68,48,4,321,105,2013
19,461,48,4,321,155,2013
12,973,48,4,321,155,2013
21,756,48,4,323,7,2013
16,756,48,4,323,20,2007
16,756,48,4,323,22,2011
13,756,48,4,323,30,2011
8,756,48,4,323,43,2011
8,756,48,4,323,46,2012
9,756,48,4,323,47,2006
10,756,48,4,323,51,2005
18,756,48,4,323,63,2013
31,756,48,4,323,67,2010
12,756,48,4,323,71,2009
15,756,48,4,323,78,2005
8,756,48,4,323,81,2012
8,756,48,4,323,82,2006
8,756,48,4,323,99,2009
22,756,48,4,323,102,2010
32,756,48,4,323,110,2013
22,756,48,4,323,125,2006
13,756,48,4,323,127,2010
10,756,48,4,323,134,2012
13,756,48,4,323,138,2014
14,756,48,4,391,27,2010
10,303,48,4,391,39,2007
10,303,48,4,391,41,2007
26,838,48,4,391,47,2011
11,303,48,4,391,58,2007
7,381,48,4,391,66,2014
5,973,48,4,391,66,2014
15,756,48,4,391,70,2012
6,756,48,4,391,75,2006
13,303,48,4,391,81,2013
9,756,48,4,391,84,2013
4,867,48,4,391,84,2013
9,303,48,4,409,15,2006
9,756,48,4,409,15,2006
9,756,48,4,409,51,2005
15,303,48,4,409,65,2012
12,756,48,4,427,21,2012
10,756,48,4,427,51,2007
22,756,48,4,427,63,2009
27,756,48,4,427,110,2005
13,756,48,4,427,111,2014
15,303,48,4,469,7,2012
15,303,48,4,469,32,2010
31,838,48,4,469,49,2014
9,303,48,4,469,88,2013
28,756,48,4,479,21,2009
8,756,48,4,479,22,2013
12,756,48,4,479,32,2014
9,303,48,4,479,51,2009
21,756,48,4,479,59,2010
13,756,48,4,479,67,2011
8,756,48,4,479,71,2010
9,756,48,4,479,73,2010
32,756,48,4,479,79,2006
10,756,48,4,479,85,2006
13,756,48,4,479,86,2009
12,756,48,4,479,90,2010
18,756,48,4,479,95,2006
9,756,48,4,479,97,2006
12,756,48,4,479,101,2005
5,756,48,4,479,107,2014
19,756,48,4,479,111,2007
7,756,48,4,479,113,2006
28,756,48,4,479,116,2005
11,756,48,4,479,133,2010
12,756,48,4,479,138,2008
6,756,48,4,479,145,2007
10,756,48,4,479,151,2008
6,756,48,4,479,161,2006
10,756,48,4,479,163,2010
16,756,48,4,479,165,2009
20,756,48,4,479,190,2014
10,756,48,4,479,199,2010
15,756,48,4,479,210,2014
8,756,48,4,479,221,2013
10,756,48,4,479,222,2009
11,756,48,4,479,223,2014
5,756,48,4,479,237,2012
15,756,48,4,479,268,2006
16,756,48,4,479,272,2009
7,756,48,4,479,273,2008
9,756,48,4,479,277,2009
25,756,48,4,479,293,2014
31,756,48,4,479,295,2005
10,756,48,4,479,296,2007
11,756,48,4,479,300,2008
11,756,48,4,479,303,2007
13,756,48,4,479,324,2006
10,756,48,4,479,326,2011
10,756,48,4,489,7,2012
7,756,48,4,489,70,2006
16,756,48,4,489,76,2007
11,756,48,4,493,3,2005
11,756,48,4,493,8,2010
11,756,48,4,493,26,2013
13,756,48,4,493,32,2011
7,756,48,4,493,39,2007
6,824,48,4,493,67,2007
17,756,48,4,493,72,2006
7,756,48,4,493,80,2014
18,756,48,4,493,86,2011
7,756,48,4,493,88,2005
10,756,48,4,505,3,2013
21,756,48,4,505,4,2005
9,756,48,4,505,8,2007
11,756,48,4,505,16,2010
14,756,48,4,505,21,2011
6,756,48,4,505,38,2008
9,756,48,4,505,41,2014
8,756,48,4,505,47,2014
9,756,48,4,505,93,2010
5,756,48,4,505,100,2014
13,756,48,4,505,108,2008
9,756,48,4,507,6,2011
13,756,48,4,507,23,2014
8,756,48,4,507,26,2013
7,867,48,4,507,28,2006
7,756,48,4,507,31,2007
8,756,48,4,507,32,2009
12,756,48,4,507,38,2005
14,756,48,4,507,49,2008
23,756,48,4,507,54,2009
11,756,48,4,507,61,2012
11,756,48,4,507,64,2010
12,756,48,4,507,69,2014
10,756,48,4,507,75,2010
9,756,48,4,507,76,2012
14,756,48,4,507,78,2011
6,756,48,4,507,83,2011
13,756,48,4,507,100,2013
23,756,48,4,507,105,2005
8,756,48,4,507,113,2007
17,756,48,4,507,121,2012
23,756,48,4,507,134,2012
9,8513,48,5,19,1,2010
26,61,48,5,19,3,2008
34,61,48,5,19,10,2005
20,61,48,5,19,13,2013
28,61,48,5,19,15,2014
16,61,48,5,19,19,2008
30,61,48,5,19,26,2007
23,61,48,5,19,27,2014
34,61,48,5,19,31,2005
27,838,48,5,19,36,2012
27,61,48,5,19,38,2006
22,61,48,5,19,39,2011
46,61,48,5,19,44,2011
38,61,48,5,19,46,2008
59,61,48,5,19,47,2009
51,61,48,5,19,49,2009
45,61,48,5,19,51,2014
17,61,48,5,19,54,2014
64,61,48,5,19,56,2012
6,8514,48,5,19,56,2012
28,61,48,5,19,58,2008
32,61,48,5,19,59,2005
20,8514,48,5,19,59,2005
35,61,48,5,19,63,2013
30,61,48,5,19,66,2007
21,61,48,5,19,67,2012
20,61,48,5,19,68,2009
27,838,48,5,19,70,2014
19,61,48,5,19,81,2008
11,61,48,5,19,83,2010
42,61,48,5,19,84,2009
33,61,48,5,19,85,2010
57,61,48,5,27,16,2009
41,61,48,5,27,17,2006
34,61,48,5,27,32,2013
31,61,48,5,27,39,2014
50,61,48,5,27,42,2008
25,61,48,5,27,49,2007
39,61,48,5,27,53,2011
47,61,48,5,27,69,2013
14,61,48,5,27,95,2012
42,61,48,5,27,96,2011
5,61,48,5,27,97,2010
19,61,48,5,27,102,2011
28,61,48,5,27,116,2010
36,61,48,5,29,12,2005
13,61,48,5,29,41,2014
40,61,48,5,29,74,2008
16,756,48,5,29,85,2007
25,61,48,5,29,97,2009
10,61,48,5,29,98,2009
57,61,48,5,29,103,2013
28,61,48,5,29,114,2005
51,61,48,5,29,126,2010
9,756,48,5,29,127,2010
20,61,48,5,31,3,2014
40,61,48,5,31,4,2006
37,61,48,5,31,9,2011
38,61,48,5,31,12,2007
9,61,48,5,31,25,2005
27,61,48,5,31,33,2009
30,61,48,5,31,39,2013
26,838,48,5,31,39,2013
26,61,48,5,31,40,2005
31,61,48,5,31,42,2005
30,61,48,5,31,54,2010
18,61,48,5,31,69,2005
35,61,48,5,35,2,2005
37,61,48,5,35,4,2010
25,61,48,5,35,18,2011
35,61,48,5,35,40,2014
35,61,48,5,35,42,2007
56,61,48,5,35,45,2008
42,61,48,5,35,47,2013
15,61,48,5,35,54,2008
28,835,48,5,35,54,2008
9,973,48,5,35,61,2014
17,61,48,5,35,71,2012
40,61,48,5,35,82,2014
37,61,48,5,35,85,2010
22,61,48,5,35,91,2006
19,973,48,5,35,109,2010
13,756,48,5,49,4,2007
19,835,48,5,49,8,2011
15,756,48,5,49,10,2011
11,756,48,5,49,23,2010
13,756,48,5,49,26,2008
19,756,48,5,49,32,2011
10,756,48,5,49,36,2009
17,756,48,5,49,46,2012
10,756,48,5,49,48,2012
20,973,48,5,49,53,2014
12,756,48,5,49,66,2006
11,835,48,5,49,68,2006
19,973,48,5,49,68,2006
9,756,48,5,49,78,2010
9,756,48,5,49,101,2011
17,61,48,5,53,12,2011
9,61,48,5,53,18,2005
42,61,48,5,53,22,2010
48,61,48,5,53,23,2014
9,8513,48,5,53,23,2014
13,61,48,5,53,27,2011
4,756,48,5,53,32,2011
10,838,48,5,53,54,2006
20,61,48,5,53,64,2014
17,61,48,5,53,72,2008
13,61,48,5,53,77,2012
20,838,48,5,53,77,2012
53,61,48,5,53,80,2007
53,61,48,5,53,81,2009
9,838,48,5,53,81,2009
35,61,48,5,53,86,2014
36,61,48,5,53,88,2006
12,61,48,5,53,91,2007
69,61,48,5,53,99,2010
27,61,48,5,53,104,2007
32,61,48,5,53,109,2007
8,835,48,5,59,1,2008
19,756,48,5,59,15,2012
10,756,48,5,59,23,2013
25,756,48,5,59,24,2009
11,756,48,5,59,30,2014
12,59,48,5,59,37,2007
7,756,48,5,59,39,2006
20,756,48,5,59,45,2011
7,756,48,5,59,58,2010
15,756,48,5,59,60,2011
9,756,48,5,59,65,2009
10,61,48,5,59,67,2013
8,756,48,5,59,67,2013
19,756,48,5,59,73,2012
13,756,48,5,59,84,2014
16,756,48,5,59,87,2010
21,756,48,5,59,91,2007
19,61,48,5,59,95,2013
19,756,48,5,83,1,2008
13,756,48,5,83,4,2009
25,756,48,5,83,12,2010
22,58,48,5,83,19,2013
9,756,48,5,83,22,2013
6,756,48,5,83,27,2007
21,756,48,5,83,28,2012
27,835,48,5,83,31,2014
5,756,48,5,83,33,2007
13,756,48,5,83,34,2009
12,756,48,5,83,55,2008
35,756,48,5,83,58,2008
9,756,48,5,83,61,2012
19,756,48,5,83,62,2008
14,61,48,5,83,65,2010
7,756,48,5,83,78,2010
10,756,48,5,83,94,2010
11,756,48,5,83,95,2010
22,756,48,5,83,127,2012
31,61,48,5,91,3,2014
18,61,48,5,91,29,2010
61,61,48,5,91,36,2014
37,61,48,5,91,38,2006
36,61,48,5,91,49,2011
15,61,48,5,91,51,2013
31,61,48,5,91,57,2009
15,835,48,5,93,6,2006
7,756,48,5,93,13,2013
15,61,48,5,93,23,2012
10,973,48,5,93,31,2011
10,756,48,5,93,35,2013
13,756,48,5,93,39,2005
24,61,48,5,93,61,2012
14,61,48,5,93,71,2014
19,824,48,5,93,72,2008
20,835,48,5,93,72,2008
11,61,48,5,93,79,2010
14,756,48,5,95,2,2010
4,756,48,5,95,3,2008
19,756,48,5,95,4,2013
13,756,48,5,95,9,2008
20,756,48,5,95,37,2014
8,756,48,5,95,41,2007
23,756,48,5,95,47,2013
10,756,48,5,95,59,2012
11,756,48,5,95,67,2011
4,756,48,5,95,69,2009
12,756,48,5,95,72,2014
7,756,48,5,95,80,2013
17,756,48,5,95,81,2011
10,756,48,5,95,84,2012
19,756,48,5,95,90,2012
11,756,48,5,95,104,2005
10,756,48,5,95,106,2008
18,404,48,5,99,2,2010
48,61,48,5,99,5,2008
32,61,48,5,99,9,2007
26,61,48,5,99,27,2011
13,61,48,5,99,28,2008
19,61,48,5,99,37,2012
10,61,48,5,99,49,2013
11,61,48,5,99,60,2011
27,61,48,5,99,70,2004
52,61,48,5,99,72,2009
35,61,48,5,99,78,2010
30,61,48,5,99,80,2010
16,61,48,5,99,95,2014
15,61,48,5,99,96,2013
20,61,48,5,99,106,2012
21,61,48,5,99,107,2014
25,61,48,5,99,111,2014
16,58,48,5,105,3,2011
10,58,48,5,105,7,2013
9,756,48,5,105,9,2012
15,756,48,5,105,13,2010
12,58,48,5,105,15,2009
15,61,48,5,105,19,2011
19,756,48,5,105,25,2010
12,756,48,5,105,42,2007
24,61,48,5,105,43,2008
21,58,48,5,105,50,2010
7,58,48,5,105,52,2012
20,58,48,5,105,56,2010
14,61,48,5,105,61,2011
9,58,48,5,105,66,2007
12,59,48,5,105,71,2014
11,58,48,5,105,79,2011
24,61,48,5,105,82,2007
9,756,48,5,105,88,2012
20,58,48,5,105,95,2014
15,59,48,5,105,96,2006
14,61,48,5,105,100,2008
10,58,48,5,105,105,2009
13,61,48,5,105,106,2008
9,58,48,5,105,107,2013
10,59,48,5,105,108,2006
9,756,48,5,105,108,2006
8,756,48,5,105,109,2013
13,756,48,5,105,111,2008
22,59,48,5,105,114,2006
18,58,48,5,105,115,2011
9,756,48,5,105,116,2008
20,58,48,5,105,118,2011
10,59,48,5,105,120,2006
8,61,48,5,105,122,2008
17,61,48,5,105,126,2010
15,756,48,5,105,127,2009
19,61,48,5,105,130,2007
19,58,48,5,105,136,2010
21,58,48,5,105,138,2013
20,58,48,5,105,140,2009
5,756,48,5,105,145,2007
4,756,48,5,105,149,2011
16,756,48,5,105,150,2008
7,756,48,5,105,155,2011
28,61,48,5,105,157,2009
10,58,48,5,105,167,2010
10,61,48,5,105,168,2014
15,58,48,5,105,172,2013
8,58,48,5,105,175,2009
7,756,48,5,105,181,2006
23,61,48,5,105,190,2005
23,58,48,5,105,192,2007
16,58,48,5,105,193,2010
9,756,48,5,105,196,2012
16,756,48,5,105,201,2010
12,756,48,5,105,214,2008
24,756,48,5,105,216,2014
15,58,48,5,105,218,2009
29,58,48,5,105,223,2010
12,58,48,5,105,224,2005
13,58,48,5,105,226,2010
11,61,48,5,105,232,2009
11,58,48,5,105,233,2010
14,58,48,5,105,243,2009
8,58,48,5,105,253,2005
15,61,48,5,105,256,2007
19,58,48,5,105,260,2014
12,58,48,5,105,261,2014
12,756,48,5,105,276,2005
13,61,48,5,105,283,2008
21,58,48,5,105,284,2010
19,58,48,5,105,289,2011
6,756,48,5,105,290,2005
33,756,48,5,105,303,2008
20,58,48,5,105,304,2014
19,756,48,5,133,3,2007
19,61,48,5,133,10,2009
28,61,48,5,133,18,2014
9,756,48,5,133,24,2011
5,756,48,5,133,37,2014
7,756,48,5,133,38,2010
16,838,48,5,133,40,2005
25,61,48,5,133,41,2010
29,835,48,5,133,41,2010
10,756,48,5,133,46,2005
5,756,48,5,133,49,2006
9,756,48,5,133,54,2010
20,756,48,5,133,57,2012
36,61,48,5,133,67,2008
24,973,48,5,133,67,2008
21,835,48,5,133,70,2007
39,61,48,5,133,80,2011
13,838,48,5,133,80,2011
7,835,48,5,133,86,2010
11,756,48,5,133,98,2005
5,61,48,5,137,3,2014
18,61,48,5,137,7,2009
22,61,48,5,137,8,2013
8,61,48,5,137,9,2008
19,61,48,5,137,11,2010
22,61,48,5,137,13,2011
17,61,48,5,137,15,2005
12,61,48,5,137,17,2008
20,61,48,5,137,20,2013
10,61,48,5,137,22,2008
16,61,48,5,137,34,2012
41,61,48,5,137,39,2012
54,61,48,5,137,40,2013
6,141,48,5,137,40,2013
17,838,48,5,137,41,2005
28,61,48,5,137,44,2013
35,61,48,5,137,45,2010
27,61,48,5,137,50,2012
7,61,48,5,137,53,2013
19,61,48,5,137,65,2014
17,61,48,5,137,73,2014
11,61,48,5,137,77,2014
15,61,48,5,137,80,2011
32,61,48,5,137,88,2006
17,61,48,5,137,90,2012
28,61,48,5,137,94,2012
9,61,48,5,137,104,2006
25,61,48,5,137,105,2014
20,61,48,5,137,107,2005
22,61,48,5,137,110,2008
28,61,48,5,137,112,2007
17,61,48,5,137,113,2014
16,61,48,5,137,116,2013
6,58,48,5,137,122,2011
9,61,48,5,137,126,2012
32,61,48,5,137,128,2009
16,61,48,5,137,130,2009
27,61,48,5,137,131,2012
16,61,48,5,137,135,2014
31,61,48,5,137,147,2006
15,61,48,5,137,149,2011
36,61,48,5,137,150,2010
13,61,48,5,137,151,2013
22,61,48,5,137,162,2009
9,61,48,5,137,170,2014
20,61,48,5,137,175,2005
12,61,48,5,137,176,2007
19,61,48,5,137,179,2012
18,61,48,5,137,183,2011
21,61,48,5,137,203,2011
4,61,48,5,137,213,2010
19,61,48,5,137,215,2013
19,61,48,5,137,224,2008
